Karcher reference,Store_Type,Solution_Type,Store_Size_SQFT,Productivity_SQ_F_PerHour,Cost_Per_Hour_Labour_Only,Address 1,Address 2,Town ,Postcode,location,latitude,longitude,Total_Cleaning_Hours,Cleaning_cost_per_store,Demand,Priority_Level,Resource_Type,Estimated_Service_Time_Hours
1832194194,Convenience Store ,Mobile Solution,7219,1400,£13.77,2 Lyle Buildings,Lochwinnough Road,Kilmacolm,PA13 4LE,PA13 4LE,55.8933628,-4.6279232,2.142857143,£29.51,6,Low,Fixed,6.7720714285714285
1832231002,Convenience Store ,Mobile Solution,5534,1400,£13.77,38-44 Dubbs Road,,Port Glasgow,PA14 5UA,PA14 5UA,55.9250582,-4.6649996,2.142857143,£29.51,3,Medium,Mobile+Robots,5.448142857142858
1832255321,Convenience Store ,Mobile Solution,6979,1400,£13.77,21 Eldon Street,,Greenock,PA16 7UG,PA16 7UG,55.9569152,-4.7715742,2.142857143,£29.51,8,Low,Mobile+Robots,6.583500000000001
1832273797,Convenience Store ,Mobile Solution,9890,1400,£13.77,Shore Road,,Wemyss Bay,PA18 6AR,PA18 6AR,55.8762785,-4.8887981,2.142857143,£29.51,9,Medium,Fixed,8.870714285714286
1832257153,Convenience Store ,Mobile Solution,2312,1400,£13.77,97 Shore Street,,Gourock,PA19 1RB,PA19 1RB,55.9599221,-4.816544,2.142857143,£29.51,1,High,Mobile,2.916571428571429
1832210893,Convenience Store ,Mobile Solution,3962,1400,£13.77,40 Cardwell Road,,Gourock,PA19 1UH,PA19 1UH,55.9558869,-4.8062689,2.142857143,£29.51,9,Low,Mobile+Robots,4.213
1832187390,Convenience Store ,Mobile Solution,3938,1400,£13.77,15-19 Montague Street,,Rothesay,PA20 9DA,PA20 9DA,55.837205,-5.0538173,2.142857143,£29.51,6,High,Mobile+Robots,4.194142857142857
1832255345,Convenience Store ,Mobile Solution,4197,1400,£13.77,60-62 Neilston Road,,Paisley,PA2 6NE,PA2 6NE,55.8349578,-4.4235922,2.142857143,£29.51,6,High,Mobile+Robots,4.397642857142857
1832194207,Convenience Store ,Mobile Solution,6296,1400,£13.77,Rieclachan,Longrow,Campbeltown,PA28 6EX,PA28 6EX,55.4265192,-5.6085544,2.142857143,£29.51,4,Low,Mobile+Robots,6.046857142857143
1832226728,Convenience Store ,Mobile Solution,8204,1400,£13.77,Lochview,Barmore Road,Tarbert,PA29 6TW,PA29 6TW,55.864276,-5.4151788,2.142857143,£29.51,1,Low,Fixed,7.546000000000001
1832255355,Convenience Store ,Mobile Solution,6730,1400,£13.77,Main Street,,Inverary,PA32 8UQ,PA32 8UQ,56.2288619,-5.0751687,2.142857143,£29.51,8,High,Mobile+Robots,6.387857142857143
1832230215,Convenience Store ,Mobile Solution,1126,1400,£13.77,74 Frederick Crescent,Port Ellen,Isle of Islay,PA42 7BE,PA42 7BE,55.6297555,-6.1846743,2.142857143,£29.51,2,High,Mobile,1.9847142857142859
1832218654,Convenience Store ,Mobile Solution,6602,1400,£13.77,Main Street,Bowmore,Isle of Islay,PA43 7JN,PA43 7JN,55.7434681,-6.2548536,2.142857143,£29.51,1,High,Mobile+Robots,6.287285714285714
1832224603,Convenience Store ,Mobile Solution,2191,1400,£13.77,93 Paisley Road,,Renfrew,PA4 8LH,PA4 8LH,55.8719488,-4.3961799,2.142857143,£29.51,2,High,Mobile,2.8215000000000003
1832233504,Convenience Store ,Mobile Solution,3639,1400,£13.77,63 Crosslee Crescent,Houston,Johnstone,PA6 7DT,PA6 7DT,55.8646518,-4.5403594,2.142857143,£29.51,1,Low,Mobile+Robots,3.959214285714286
1832203118,Convenience Store ,Mobile Solution,2366,1400,£13.77,33 Main Street,Tobermory,Isle of Mull,PA75 6NT,PA75 6NT,56.6215435,-6.0700097,2.142857143,£29.51,1,Low,Mobile,2.959
1832226708,Convenience Store ,Mobile Solution,7453,1400,£13.77,Scarinish,,Isle of Tiree,PA77 6UH,PA77 6UH,56.5000308,-6.808721,2.142857143,£29.51,9,High,Fixed,6.955928571428572
1832218060,Convenience Store ,Mobile Solution,7671,1400,£13.77,1 Sedgefield Court,Elsea Park,Bourne,PE10 0YD,PE10 0YD,52.7586802,-0.3924317,2.142857143,£29.51,1,Medium,Fixed,7.127214285714286
1832220872,Convenience Store ,Mobile Solution,7683,1400,£13.77,Market Place,Donington,Spalding,PE11 4ST,PE11 4ST,52.9052373,-0.2049487,2.142857143,£29.51,4,Medium,Fixed,7.136642857142858
1832257139,Convenience Store ,Mobile Solution,5539,1400,£13.77,18 Station Road,Kirton,Boston,PE20 1EE,PE20 1EE,52.9286995,-0.0578168,2.142857143,£29.51,6,Low,Mobile+Robots,5.452071428571428
1832273014,Convenience Store ,Mobile Solution,9876,1400,£13.77,289a London Road,,Boston,PE21 7DD,PE21 7DD,52.9522494,-0.0437665,2.142857143,£29.51,7,High,Fixed,8.859714285714288
1832225761,Convenience Store ,Mobile Solution,3887,1400,£13.77,9 High Street,Wainfleet,Skegness,PE24 4BN,PE24 4BN,53.1058025,0.2355265,2.142857143,£29.51,2,High,Mobile+Robots,4.154071428571429
1832187459,Convenience Store ,Mobile Solution,5086,1400,£13.77,490 Oundle Road,,Peterborough,PE2 7DF,PE2 7DF,52.5585477,-0.2724873,2.142857143,£29.51,6,Low,Mobile+Robots,5.0961428571428575
1832218701,Convenience Store ,Mobile Solution,3261,1400,£13.77,97-99 High Street,Brampton,Huntingdon,PE28 4TQ,PE28 4TQ,52.3229374,-0.2260889,2.142857143,£29.51,7,Medium,Mobile+Robots,3.662214285714286
1832257147,Convenience Store ,Mobile Solution,5180,1400,£13.77,32 Cambridge Road,,Huntingdon,PE29 2BT,PE29 2BT,52.3188267,-0.1676367,2.142857143,£29.51,2,Medium,Mobile+Robots,5.170000000000001
1832203172,Convenience Store ,Mobile Solution,3841,1400,£13.77,Thorpe Road,,Peterborough,PE3 6AP,PE3 6AP,52.5732582,-0.2584361,2.142857143,£29.51,2,Medium,Mobile+Robots,4.117928571428572
1832186168,Convenience Store ,Mobile Solution,7040,1400,£13.77,2 Rudge Way,Necton,Swaffham,PE37 8FP,PE37 8FP,52.656131,0.7734692,2.142857143,£29.51,7,Low,Fixed,6.631428571428572
1832192287,Convenience Store ,Mobile Solution,4560,1400,£13.77,5 Loxley Centre,Werrington,Peterborough,PE4 5BW,PE4 5BW,52.6194037,-0.2852053,2.142857143,£29.51,1,Medium,Mobile+Robots,4.682857142857143
1832273767,Convenience Store ,Mobile Solution,5758,1400,£13.77,763 Blunts Lane,Whittlesey,Peterborough,PE7 1AW,PE7 1AW,52.5103197,-0.2193207,2.142857143,£29.51,8,Low,Mobile+Robots,5.624142857142858
1832210302,Convenience Store ,Mobile Solution,1626,1400,£13.77,Hampton Park,399 Eagle Way Hampton Centre,Peterborough,PE7 8GS,PE7 8GS,52.5356288,-0.2656738,2.142857143,£29.51,3,Low,Mobile,2.3775714285714287
1832218058,Convenience Store ,Mobile Solution,6014,1400,£13.77,Perth Street,,Blairgowrie,PH10 6DL,PH10 6DL,56.589637,-3.3424791,2.142857143,£29.51,6,High,Mobile+Robots,5.825285714285714
1832218064,Convenience Store ,Mobile Solution,2375,1400,£13.77,Coupar Angus Road,,Blairgowrie,PH10 6JR,PH10 6JR,56.5847948,-3.3332385,2.142857143,£29.51,9,Medium,Mobile,2.9660714285714285
1832257137,Convenience Store ,Mobile Solution,2181,1400,£13.77,3 Market Square,Alyth,Blairgowrie,PH11 8AA,PH11 8AA,56.6226442,-3.2306423,2.142857143,£29.51,6,Low,Mobile,2.8136428571428573
1832272994,Convenience Store ,Mobile Solution,6708,1400,£13.77,12 West Mains Avenue,,Perth,PH1 1QZ,PH1 1QZ,56.3994134,-3.4826188,2.142857143,£29.51,9,Medium,Mobile+Robots,6.370571429
1832257165,Convenience Store ,Mobile Solution,1490,1400,£13.77,191-201 Rannoch Road,Letham,Perth,PH1 2DP,PH1 2DP,56.401696,-3.470506,2.142857143,£29.51,7,Medium,Mobile,2.2707142857142855
1832273032,Convenience Store ,Mobile Solution,4729,1400,£13.77,Tulloch Square,,Perth,PH1 2PW,PH1 2PW,56.4105041,-3.4626608,2.142857143,£29.51,9,High,Mobile+Robots,4.815642857142858
1832255347,Convenience Store ,Mobile Solution,6974,1400,£13.77,Unit 5 Argyll Road,,Perth,PH1 3BZ,PH1 3BZ,56.4132333,-3.4498471,2.142857143,£29.51,2,Medium,Mobile+Robots,6.579571428571429
1832255333,Convenience Store ,Mobile Solution,4534,1400,£13.77,2 Main Street,,Newtonmore,PH20 1DR,PH20 1DR,57.0674973,-4.1152921,2.142857143,£29.51,8,High,Mobile+Robots,4.662428571428571
1832255349,Convenience Store ,Mobile Solution,4296,1400,£13.77,17 Darnhall Drive,,Perth,PH2 0HD,PH2 0HD,56.3884056,-3.4461499,2.142857143,£29.51,8,Low,Mobile+Robots,4.475428571428572
1832236653,Convenience Store ,Mobile Solution,2940,1400,£13.77,24 High Street,,Kingussie,PH21 1HR,PH21 1HR,57.0799494,-4.051666,2.142857143,£29.51,2,Medium,Mobile,3.4100000000000006
1832218052,Convenience Store ,Mobile Solution,6014,1400,£13.77,1 Dalfaber Drive,,Aviemore,PH22 1UQ,PH22 1UQ,57.2013095,-3.8244346,2.142857143,£29.51,4,Low,Mobile+Robots,5.825285714285714
1832216765,Convenience Store ,Mobile Solution,2882,1400,£13.77,4 The Square,,Grantown-on-Spey,PH26 3HG,PH26 3HG,57.332015,-3.6074254,2.142857143,£29.51,7,Medium,Mobile,3.3644285714285718
1832229603,Convenience Store ,Mobile Solution,5908,1400,£13.77,60 Perth Road,Scone,Perth,PH2 6JL,PH2 6JL,56.417151,-3.4029545,2.142857143,£29.51,4,Low,Mobile+Robots,5.742
1832255387,Convenience Store ,Mobile Solution,3987,1400,£13.77,38 Main Street,Bridge End,Perth,PH2 7HB,PH2 7HB,56.4004087,-3.4237103,2.142857143,£29.51,4,Medium,Mobile+Robots,4.232642857142857
1832218666,Convenience Store ,Mobile Solution,6585,1400,£13.77,Main Street,Bridge of Earn,Perth,PH2 9PJ,PH2 9PJ,56.351139,-3.4075841,2.142857143,£29.51,6,Medium,Mobile+Robots,6.273928571428572
1832255313,Convenience Store ,Mobile Solution,4159,1400,£13.77,124 High Street,,Auchterarder,PH3 1AA,PH3 1AA,56.2961036,-3.7076421,2.142857143,£29.51,6,Medium,Mobile+Robots,4.367785714285715
1832218678,Convenience Store ,Mobile Solution,5530,1400,£13.77,Kilmallie Road,Caol,Fort William,PH33 7EN,PH33 7EN,56.8380876,-5.1014765,2.142857143,£29.51,3,Medium,Mobile+Robots,5.445
1832218692,Convenience Store ,Mobile Solution,1681,1400,£13.77,Royal Bank Buildings,Main Street,Fort William,PH33 7JG,PH33 7JG,56.8437522,-5.1241047,2.142857143,£29.51,9,Medium,Mobile,2.4207857142857145
1832231006,Convenience Store ,Mobile Solution,6254,1400,£13.77,Station Road,,Mallaig,PH41 4PY,PH41 4PY,57.0058587,-5.8289585,2.142857143,£29.51,2,Medium,Mobile+Robots,6.013857142857144
1832255315,Convenience Store ,Mobile Solution,2073,1400,£13.77,Old Station Yard,,Ballachulish,PH49 4JS,PH49 4JS,56.6763813,-5.1340286,2.142857143,£29.51,6,Medium,Mobile,2.728785714285715
1832230991,Convenience Store ,Mobile Solution,3387,1400,£13.77,20 Stevenson Terrace,Kinlochleven,Argyll,PH50 4RW,PH50 4RW,56.7130358,-4.9641875,2.142857143,£29.51,7,Medium,Mobile+Robots,3.7612142857142863
1832203178,Convenience Store ,Mobile Solution,3693,1400,£13.77,96 Plungington Road,,Preston,PR1 7UE,PR1 7UE,53.7708455,-2.711956,2.142857143,£29.51,9,Medium,Mobile+Robots,4.0016428571428575
1832192289,Convenience Store ,Mobile Solution,5340,1400,£13.77,67 Pope Lane,Penwortham,Preston,PR1 9BY,PR1 9BY,53.7369786,-2.7193874,2.142857143,£29.51,3,Low,Mobile+Robots,5.295714285714287
1832251790,Convenience Store ,Mobile Solution,3156,1400,£13.77,29-31 Norbreck Drive,,Preston,PR2 1LQ,PR2 1LQ,53.7669748,-2.7541111,2.142857143,£29.51,3,High,Mobile+Robots,3.579714285714286
1832231004,Convenience Store ,Mobile Solution,8966,1400,£13.77,15-17 Granton Walk,Ingol,Preston,PR2 3YX,PR2 3YX,53.7805568,-2.7424113,2.142857143,£29.51,7,Medium,Fixed,8.144714285714286
1832203136,Convenience Store ,Mobile Solution,3580,1400,£13.77,Dunkirk Lane,,Leyland,PR26 7SN,PR26 7SN,53.6927182,-2.7330801,2.142857143,£29.51,4,High,Mobile+Robots,3.912857142857143
1832203176,Convenience Store ,Mobile Solution,8257,1400,£13.77,35-39 Berry Lane,Longridge,Preston,PR3 3JL,PR3 3JL,53.8312299,-2.603068,2.142857143,£29.51,8,Medium,Fixed,7.587642857142858
1832193584,Convenience Store ,Mobile Solution,3159,1400,£13.77,64 Lytham Road,Freckleton,Preston,PR4 1XA,PR4 1XA,53.754065,-2.8697515,2.142857143,£29.51,7,Medium,Mobile+Robots,3.5820714285714286
1832253095,Convenience Store ,Mobile Solution,7772,1400,£13.77,4 Market Square,Kirkham,Preston,PR4 2SD,PR4 2SD,53.7828946,-2.8716525,2.142857143,£29.51,5,Low,Fixed,7.206571428571429
1832251801,Convenience Store ,Mobile Solution,2627,1400,£13.77,76-78 Weeton Road,Wesham,Preston,PR4 3BQ,PR4 3BQ,53.7898918,-2.8869768,2.142857143,£29.51,7,Low,Mobile,3.164071428571429
1832253098,Convenience Store ,Mobile Solution,9219,1400,£13.77,71 Church Road,Tarleton,Preston,PR4 6UP,PR4 6UP,53.6793431,-2.830772,2.142857143,£29.51,3,High,Fixed,8.3435
1832218705,Convenience Store ,Mobile Solution,8080,1400,£13.77,Watkin Lane,Lostock Hall,Preston,PR5 5RE,PR5 5RE,53.7258851,-2.6907045,2.142857143,£29.51,2,Low,Fixed,7.448571428571429
1832257177,Convenience Store ,Mobile Solution,2985,1400,£13.77,144 Chorley Old Road,Whittle-le-Woods,Chorley,PR6 7LR,PR6 7LR,53.6911016,-2.6353152,2.142857143,£29.51,6,Low,Mobile,3.445357142857143
1832187396,Convenience Store ,Mobile Solution,9488,1400,£13.77,Bolton Road,Adlington,Chorley,PR6 9NA,PR6 9NA,53.6163426,-2.5956302,2.142857143,£29.51,2,High,Fixed,8.554857142857143
1832253077,Convenience Store ,Mobile Solution,3181,1400,£13.77,152 Moor Road,,Chorley,PR7 2LU,PR7 2LU,53.641091,-2.6420358,2.142857143,£29.51,3,Low,Mobile+Robots,3.5993571428571434
1832251780,Convenience Store ,Mobile Solution,3296,1400,£13.77,195 Spendmore Lane,Coppull,Chorley,PR7 5BY,PR7 5BY,53.6218576,-2.6615347,2.142857143,£29.51,6,Medium,Mobile+Robots,3.689714285714286
1832251807,Convenience Store ,Mobile Solution,8164,1400,£13.77,42 Church Road,Banks,Southport,PR9 8ET,PR9 8ET,53.6816887,-2.9216607,2.142857143,£29.51,5,High,Fixed,7.514571429
1832232617,Convenience Store ,Mobile Solution,3597,1400,£13.77,41 High Street,Aveley,South Ockendon,RM15 4BB,RM15 4BB,51.4990016,0.255859,2.142857143,£29.51,8,High,Mobile+Robots,3.9262142857142863
1832229571,Convenience Store ,Mobile Solution,1901,1400,£13.77,65-67 Lodge Lane,Socketts Heath,Grays,RM17 5RZ,RM17 5RZ,51.488918,0.3390418,2.142857143,£29.51,9,Medium,Mobile,2.5936428571428576
1832203229,Convenience Store ,Mobile Solution,7060,1400,£13.77,2 Clarkson Street,,Sheffield,S10 2TQ,S10 2TQ,53.3798128,-1.4896005,2.142857143,£29.51,3,Low,Fixed,6.647142857142858
1832253113,Convenience Store ,Mobile Solution,2677,1400,£13.77,2 Brooklands Avenue,,Sheffield,S10 4GA,S10 4GA,53.3637518,-1.5457379,2.142857143,£29.51,3,High,Mobile,3.2033571428571435
1832192105,Convenience Store ,Mobile Solution,3881,1400,£13.77,157 Mansfield Road,,Sheffield,S12 2AJ,S12 2AJ,53.356443,-1.4132841,2.142857143,£29.51,3,High,Mobile+Robots,4.149357142857143
1832203192,Convenience Store ,Mobile Solution,6622,1400,£13.77,27-35 Jaunty Way,,Sheffield,S12 3DZ,S12 3DZ,53.3476835,-1.4178957,2.142857143,£29.51,6,Medium,Mobile+Robots,6.303000000000001
1832255351,Convenience Store ,Mobile Solution,9052,1400,£13.77,White Lane,Gleadless,Sheffield,S12 3GH,S12 3GH,53.343014,-1.4207225,2.142857143,£29.51,1,Medium,Fixed,8.212285714285715
1832218716,Convenience Store ,Mobile Solution,2378,1400,£13.77,68 Birley Moor Road,,Sheffield,S12 4WF,S12 4WF,53.3481901,-1.4003286,2.142857143,£29.51,7,Low,Mobile,2.9684285714285714
1832230247,Convenience Store ,Mobile Solution,2248,1400,£13.77,449 Richmond Road,,Sheffield,S13 8LX,S13 8LX,53.3597309,-1.4110752,2.142857143,£29.51,1,High,Mobile,2.8662857142857145
1832218712,Convenience Store ,Mobile Solution,6650,1400,£13.77,38-40 Constable Road,,Sheffield,S14 1BA,S14 1BA,53.3404644,-1.4499989,2.142857143,£29.51,5,Low,Mobile+Robots,6.325
1832203188,Convenience Store ,Mobile Solution,7079,1400,£13.77,Sharman Court,Broad Lane,Sheffield,S1 4FA,S1 4FA,53.3833819,-1.4772451,2.142857143,£29.51,8,Low,Fixed,6.662071428571429
1832253107,Convenience Store ,Mobile Solution,8036,1400,£13.77,Devonshire Terrace Road,Dore,Sheffield,S17 3EF,S17 3EF,53.3274082,-1.5404484,2.142857143,£29.51,4,Medium,Fixed,7.414000000000001
1832210934,Convenience Store ,Mobile Solution,7487,1400,£13.77,175 Baslow Road,Totley,Sheffield,S17 4DT,S17 4DT,53.3153527,-1.5330728,2.142857143,£29.51,5,High,Fixed,6.982642857142857
1832203082,Convenience Store ,Mobile Solution,2058,1400,£13.77,Hartington Road,,Dronfield,S18 2LF,S18 2LF,53.3051552,-1.4675454,2.142857143,£29.51,4,High,Mobile,2.717
1832210936,Convenience Store ,Mobile Solution,3048,1400,£13.77,98 Manvers Road,Beighton,Sheffield,S20 1AY,S20 1AY,53.3491354,-1.3409637,2.142857143,£29.51,4,High,Mobile+Robots,3.494857142857143
1832203194,Convenience Store ,Mobile Solution,7115,1400,£13.77,40 Manor Park Centre,,Sheffield,S2 1WE,S2 1WE,53.3749016,-1.4292189,2.142857143,£29.51,8,Medium,Fixed,6.690357142857144
1832225298,Convenience Store ,Mobile Solution,5248,1400,£13.77,Newfield Green,Gleadless Road,Sheffield,S2 2BS,S2 2BS,53.3559298,-1.4490638,2.142857143,£29.51,2,Medium,Mobile+Robots,5.223428571428572
1832187462,Convenience Store ,Mobile Solution,3476,1400,£13.77,Northern Avenue,,Sheffield,S2 2EJ,S2 2EJ,53.359168,-1.4379485,2.142857143,£29.51,1,Medium,Mobile+Robots,3.8311428571428574
1832253109,Convenience Store ,Mobile Solution,5603,1400,£13.77,282 Gleadless Road,Gleadless,Sheffield,S2 3AJ,S2 3AJ,53.3584943,-1.4615171,2.142857143,£29.51,3,Medium,Mobile+Robots,5.502357142857144
1832218714,Convenience Store ,Mobile Solution,4553,1400,£13.77,Rotherham Road,Dinnington,Sheffield,S25 3RG,S25 3RG,53.3751914,-1.2321106,2.142857143,£29.51,9,Medium,Mobile+Robots,4.677357142857144
1832186140,Convenience Store ,Mobile Solution,1220,1400,£13.77,Worksop Road,Aston,Sheffield,S26 2EA,S26 2EA,53.3638346,-1.3033041,2.142857143,£29.51,4,High,Mobile,2.0585714285714287
1832210769,Convenience Store ,Mobile Solution,5818,1400,£13.77,Chapel Way,Kiveton Park,Sheffield,S26 6QU,S26 6QU,53.3393046,-1.2701223,2.142857143,£29.51,5,Low,Mobile+Robots,5.671285714285715
1832230244,Convenience Store ,Mobile Solution,8192,1400,£13.77,Netherside,Bradwell,Sheffield,S33 9JL,S33 9JL,53.3279475,-1.7410206,2.142857143,£29.51,2,High,Fixed,7.536571428571429
1832207004,Convenience Store ,Mobile Solution,5623,1400,£13.77,2 Bevan Way,Chapeltown,Sheffield,S35 1RP,S35 1RP,53.4599115,-1.4814718,2.142857143,£29.51,4,Low,Mobile+Robots,5.518071428571429
1832257033,Convenience Store ,Mobile Solution,8349,1400,£13.77,98 Greengate Lane,High Green,Sheffield,S35 3GT,S35 3GT,53.4690594,-1.4871148,2.142857143,£29.51,2,Medium,Fixed,7.659928571428573
1832203190,Convenience Store ,Mobile Solution,6618,1400,£13.77,Johnson Street,Stocksbridge,Sheffield,S36 1BX,S36 1BX,53.4823343,-1.5949109,2.142857143,£29.51,2,Low,Mobile+Robots,6.299857142857143
1832257163,Convenience Store ,Mobile Solution,8209,1400,£13.77,26 Market Street,,Penistone,S36 6BZ,S36 6BZ,53.5254969,-1.6307166,2.142857143,£29.51,4,High,Fixed,7.5499285714285715
1832253111,Convenience Store ,Mobile Solution,5576,1400,£13.77,Castle House,Angel Street,Sheffield,S3 8LS,S3 8LS,53.384231,-1.4679477,2.142857143,£29.51,6,High,Mobile+Robots,5.481142857142856
1832220874,Convenience Store ,Mobile Solution,2871,1400,£13.77,Spital Lane,,Chesterfield,S41 0HL,S41 0HL,53.2275043,-1.4090097,2.142857143,£29.51,7,Low,Mobile,3.3557857142857146
1832257182,Convenience Store ,Mobile Solution,8915,1400,£13.77,74 Newbold Village,,Newbold,S41 8RJ,S41 8RJ,53.2517695,-1.4475247,2.142857143,£29.51,3,Medium,Fixed,8.104642857142858
1832253115,Convenience Store ,Mobile Solution,2462,1400,£13.77,4 Nethershire Lane,Lowshire,Sheffield,S5 0QA,S5 0QA,53.4311596,-1.4421327,2.142857143,£29.51,3,Medium,Mobile,3.034428571428572
1832273036,Convenience Store ,Mobile Solution,6521,1400,£13.77,261-263 Southey Green Road,,Sheffield,S5 7QB,S5 7QB,53.4190505,-1.4776659,2.142857143,£29.51,6,High,Mobile+Robots,6.223642857142858
1832218710,Convenience Store ,Mobile Solution,9536,1400,£13.77,1-3 Worry Goose Lane,Worry Goose Lane,Rotherham,S60 4AA,S60 4AA,53.4126092,-1.3208319,2.142857143,£29.51,3,Low,Fixed,8.592571428571429
1832253103,Convenience Store ,Mobile Solution,9236,1400,£13.77,2-4 Grange View Road,Kimberworth,Rotherham,S61 2AG,S61 2AG,53.4392997,-1.4004184,2.142857143,£29.51,2,Medium,Fixed,8.356857142857143
1832203182,Convenience Store ,Mobile Solution,8813,1400,£13.77,1 Fenton Road,Greasborough,Rotherham,S61 4RD,S61 4RD,53.4533213,-1.3739744,2.142857143,£29.51,8,Medium,Fixed,8.0245
1832273038,Convenience Store ,Mobile Solution,3068,1400,£13.77,115 Claypit Lane,Rawmarsh,Rotherham,S62 5DY,S62 5DY,53.4643931,-1.3287891,2.142857143,£29.51,5,High,Mobile+Robots,3.5105714285714287
1832210773,Convenience Store ,Mobile Solution,6753,1400,£13.77,Carr Head Lane,Bolton-Upon-Dearne,Rotherham,S63 8DD,S63 8DD,53.5205502,-1.3249006,2.142857143,£29.51,1,Medium,Mobile+Robots,6.405928571428571
1832257159,Convenience Store ,Mobile Solution,8237,1400,£13.77,Ardwick Road,,Mexborough,S64 0DB,S64 0DB,53.4946416,-1.2810857,2.142857143,£29.51,3,Low,Fixed,7.571928571428573
1832192291,Convenience Store ,Mobile Solution,8016,1400,£13.77,188 Bawtry Road,Tanyard Shopping Precinct,Rotherham,S66 1AA,S66 1AA,53.4207482,-1.2844981,2.142857143,£29.51,8,High,Fixed,7.3982857142857155
1832210928,Convenience Store ,Mobile Solution,7191,1400,£13.77,Unit 1 Sunnyside,Woodlaithes,Rotherham,S66 3RJ,S66 3RJ,53.4345707,-1.2841309,2.142857143,£29.51,4,High,Fixed,6.750071428571429
1832220726,Convenience Store ,Mobile Solution,2514,1400,£13.77,Woodhouse Green,Thurcroft,Rotherham,S66 9AQ,S66 9AQ,53.3970938,-1.2586363,2.142857143,£29.51,7,Low,Mobile,3.0752857142857146
1832210938,Convenience Store ,Mobile Solution,3598,1400,£13.77,646 Stannington Road,Stannington,Sheffield,S6 6AE,S6 6AE,53.3934431,-1.5391678,2.142857143,£29.51,2,High,Mobile+Robots,3.927
1832202893,Convenience Store ,Mobile Solution,2001,1400,£13.77,Wakefield Road,,Barnsley,S71 3TY,S71 3TY,53.5788556,-1.4792355,2.142857143,£29.51,7,Medium,Mobile,2.672214285714286
1832193568,Convenience Store ,Mobile Solution,2033,1400,£13.77,High Street,Royston,Barnsley,S71 4RF,S71 4RF,53.597943,-1.458316,2.142857143,£29.51,5,Medium,Mobile,2.6973571428571432
1832221524,Convenience Store ,Mobile Solution,7899,1400,£13.77,The Longbow Pub,Barnsley Road,Darfield,S73 9DJ,S73 9DJ,53.538699,-1.3869612,2.142857143,£29.51,5,Low,Fixed,7.306357142857143
1832273042,Convenience Store ,Mobile Solution,9465,1400,£13.77,Doncaster Road,Darfield,Barnsley,S73 9JG,S73 9JG,53.5335701,-1.3550346,2.142857143,£29.51,6,Medium,Fixed,8.536785714285715
1832225306,Convenience Store ,Mobile Solution,6051,1400,£13.77,Hoyland Road,Hoyland,Barnsley,S74 0NE,S74 0NE,53.4973911,-1.4644339,2.142857143,£29.51,9,Low,Mobile+Robots,5.854357142857144
1832230198,Convenience Store ,Mobile Solution,5476,1400,£13.77,The Cross,Silkstone,Barnsley,S75 4LX,S75 4LX,53.5436193,-1.5644623,2.142857143,£29.51,6,Low,Mobile+Robots,5.402571428571428
1832218641,Convenience Store ,Mobile Solution,1478,1400,£13.77,Church Street,Darton,Barnsley,S75 5HF,S75 5HF,53.5857681,-1.5317648,2.142857143,£29.51,8,Medium,Mobile,2.2612857142857146
1832210771,Convenience Store ,Mobile Solution,1515,1400,£13.77,Blacker Road,Mapplewell,Barnsley,S75 6BW,S75 6BW,53.5861705,-1.502137,2.142857143,£29.51,7,Low,Mobile,2.290357142857143
1832220393,Convenience Store ,Mobile Solution,2191,1400,£13.77,80-82 Elmton Road,Cresswell,Worksop,S80 4DD,S80 4DD,53.2620419,-1.2184853,2.142857143,£29.51,9,Medium,Mobile,2.8215000000000003
1832189058,Convenience Store ,Mobile Solution,7297,1400,£13.77,Whitwell Spring Street,Whitwell,Worksop,S80 4TW,S80 4TW,53.2840897,-1.2030387,2.142857143,£29.51,4,High,Fixed,6.833357142857143
1832273793,Convenience Store ,Mobile Solution,1271,1400,£13.77,229 Derbyshire Lane,Woodseats,Sheffield,S8 8SD,S8 8SD,53.2773137,-2.0784357,2.142857143,£29.51,2,High,Mobile,2.0986428571428575
1832253123,Convenience Store ,Mobile Solution,9334,1400,£13.77,260 Derbyshire Lane,Sheffield,Worksop,S8 8SF,S8 8SF,53.3422857,-1.4711385,2.142857143,£29.51,7,Low,Fixed,8.433857142857144
1832253125,Convenience Store ,Mobile Solution,8778,1400,£13.77,3-9 Lees Hall Avenue,Norton Lees,Worksop,S8 9JE,S8 9JE,53.3516031,-1.4662159,2.142857143,£29.51,6,Medium,Fixed,7.997
1832189239,Convenience Store ,Mobile Solution,7008,1400,£13.77,46-50 High Street,Stanstead Abbotts,Ware,SG12 8AG,SG12 8AG,51.788143,0.0054275,2.142857143,£29.51,1,Medium,Fixed,6.606285714285715
1832226724,Convenience Store ,Mobile Solution,8987,1400,£13.77,1 Filey Close,Symonds Green,Stevenage,SG1 2JW,SG1 2JW,51.9130632,-0.2216384,2.142857143,£29.51,9,High,Fixed,8.161214285714287
1832218698,Convenience Store ,Mobile Solution,4332,1400,£13.77,Bengeo Street,Bengeo,Hertfrod,SG14 3ES,SG14 3ES,51.8039425,-0.0813195,2.142857143,£29.51,9,High,Mobile+Robots,4.5037142857142864
